uid,language,model,prompting_technique,category,path,text_sha1,judge_model,judge_label,judge_p_ai,judge_confidence,judge_brief_reason,error
11,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_11.txt,23d5f34839938f9f515d96819d448dafe9365c82,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic local details, proper journalistic style, and realistic source attribution patterns.",
17,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_17.txt,696814ab6d01427f51cd0647f3dc00430f47181a,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic local details, minor Persian script error suggests human typo.",
18,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_18.txt,3de67744a76b47ba1be9a674669c5e5cb2556926,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic local details, quotes, and cultural context typical of human journalism.",
19,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_19.txt,d89a6eec691eefca9d727b3f083af80fd9d58525,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formal structure, repetitive phrasing, generic quotes, and overly cautious bureaucratic language typical of AI-generated Bangla news.",
2,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_2.txt,c04dff4ae8c04865820dbf245be53e89b33e4237,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic journalistic style, proper source attribution, and realistic local details.",
5,bangla,gemini_2_5_pro,chain-of-thought,entertainment,articles_today/bangla_gemini_2_5_pro_chain-of-thought_entertainment_5.txt,63762c2231d79c383baa2d3890b335c3700f0526,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, overly formal structure, generic quotes, and lack of specific contextual details suggest AI generation.",
5,bangla,gemini_2_5_pro,chain-of-thought,international,articles_today/bangla_gemini_2_5_pro_chain-of-thought_international_5.txt,7386dd08b2874858e5c3444815aa31a2d6f57604,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Bangla writing style with authentic journalistic structure, proper use of mixed script words, and contextual depth typical of human",
6,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_6.txt,07b5f04a70adbc39c98e9263e2aa85d9912c910d,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla writing style with consistent language use, realistic local news structure, and authentic journalistic tone throughout.",
8,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_8.txt,a052eff0fa991acb5e341d40cef4e3bd54d6726f,claude-sonnet-4-5-20250929,human,0.15,medium,"Formal Bangla news style with authentic cultural references, natural flow, and traditional journalistic structure typical of human reporting.",
1,bangla,gemma_3_12b_it,chain-of-thought,technology,articles_today/bangla_gemma_3_12b_it_chain-of-thought_technology_1.txt,247b549294a55f61fd29edb38b07c1a431ee41c1,claude-sonnet-4-5-20250929,ai,0.92,medium,"Structured format, generic expert quote, disclaimer note, and overly balanced tone suggest AI generation.",
1,bangla,gemma_3_12b_it,chain-of-thought,sports,articles_today/bangla_gemma_3_12b_it_chain-of-thought_sports_1.txt,73c56b0b37f8a4729d3371b58c2642462956aad0,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, balanced arguments, generic expert quotes, formulaic conclusion pattern typical of AI-generated Bangla news.",
12,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_12.txt,ef89d12d262b46e9ae4de5c44ed6a66328752edd,claude-sonnet-4-5-20250929,ai,0.92,medium,"Mixed script (Bangla with English 'Councillors'), inconsistent transliteration, generic formulaic news structure, and unnatural phrasing patterns suggest AI generation.",
18,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_18.txt,8156429847ac75fc7d3e2d423b3446c71828f123,claude-sonnet-4-5-20250929,ai,0.95,medium,"Contains placeholder brackets, meta-instructions, and generic template structure typical of AI-generated content with editorial notes.",
19,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_19.txt,c6c381922e15e15fe6e10461abc0216fd29b4f00,claude-sonnet-4-5-20250929,ai,0.92,medium,"Unnatural Bangla phrasing, Russian word 'председাতি' mixed in, formulaic structure, lacks journalistic authenticity.",
22,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_22.txt,d297ba138833304ad7bc20900a8a738412e302af,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural language flow with minor inconsistencies, mixed script usage, typical news structure, authentic regional reporting style",
24,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_24.txt,d48c91f22c881053978df1f5aee62bfc3cdd6283,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, generic quotes, and overly balanced presentation typical of AI-generated Bangla news content.",
27,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_27.txt,5601d661fe07a7c07f4a44f92ec87683fb8aaf6c,claude-sonnet-4-5-20250929,ai,0.92,medium,"Unnatural English-Bangla code-mixing, formulaic structure, generic placeholder names, and repetitive phrasing suggest AI generation.",
28,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_28.txt,3cfcca62f87a3f1dfa8c31eb4db487770aa9d1cd,claude-sonnet-4-5-20250929,ai,0.92,medium,"Template-like structure with placeholder text, generic quotes, missing specific details like dates and names throughout.",
8,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_8.txt,ab58d1b259a704c16eb318289b1db634aada058a,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured format, generic expert quotes, formulaic sections, and overly systematic presentation typical of AI-generated Bangla news.",
00087,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00087.txt,a6f19887be7d69f9e9a996344b6eeacd7e539fa3,claude-sonnet-4-5-20250929,ai,0.92,medium,Highly structured template format with systematic categorization unusual for authentic Bangla crime reporting style.,
00146,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00146.txt,f99817d7f9bb0af99b11dff378fa3a0ad5599938,claude-sonnet-4-5-20250929,human,0.15,medium,"Contains political controversy, direct quotes, natural narrative flow, and contextual depth typical of human journalism.",
02238,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_02238.txt,30303a4358444e6dc4a7212a999e7798bf4c5707,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic placeholder text, repetitive structure, formulaic quotes, lacks specific details typical of authentic crime reporting.",
02365,bangla,gpt_4o,chain-of-thought,education,articles_today/bangla_gpt_4o_chain-of-thought_education_02365.txt,8dd7dc2e10a115b633ac0eee8bcf3a62316737c3,claude-sonnet-4-5-20250929,ai,0.92,medium,"Overly structured format, generic content, repetitive phrasing, lacks authentic journalistic voice and specific verifiable details.",
02872,bangla,gpt_4o,chain-of-thought,entertainment,articles_today/bangla_gpt_4o_chain-of-thought_entertainment_02872.txt,cdcab9d35b8d978ffc736a44d4e04f8458b2d79f,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks specific details like venue/date, formulaic concert coverage pattern typical of AI.",
03257,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03257.txt,2aa99d751e1e4c4b24eee1036039869c2b758992,claude-sonnet-4-5-20250929,ai,0.92,medium,"Repetitive phrasing, generic quotes, formulaic structure, and overly balanced presentation typical of AI-generated Bangla news.",
03643,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03643.txt,9af35cbf565289eb6a6c65442d671db1cb0af1a6,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, repetitive phrasing, overly balanced narrative, and generic quoted dialogue typical of AI generation.",
04836,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_04836.txt,a51dbcffc026b24dd6a7c71c883cb5f67f71b074,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, generic names, repetitive phrasing, lacks authentic journalistic details and source attribution typical of real Bangla news.",
05403,bangla,gpt_4o,chain-of-thought,economy,articles_today/bangla_gpt_4o_chain-of-thought_economy_05403.txt,62dbacbb0659afcd34db01b877ebdd8c9c90e5ca,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic structure, repetitive phrasing, lacks specific data/sources, formulaic conclusion typical of AI-generated Bangla news.",
05435,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_05435.txt,1fcd3cdbe39a83fe3587ed9aaabada26da2909d9,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural political discourse structure, authentic Bangla journalistic style, contextual depth, and organic flow typical of human reporting.",
00061,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_00061.txt,f5c168698005630bab6f7d57f505d900f5e3f954,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, unnatural repetition, nonsensical phrases, and machine translation artifacts indicate AI generation with poor Bangla language model.",
01844,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01844.txt,319e6300c815133c16039e5e13a3705c123833af,claude-sonnet-4-5-20250929,ai,0.98,medium,"Repetitive nonsensical phrases, broken grammar, incoherent structure, and meaningless content indicate AI generation with poor Bangla language model.",
01940,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01940.txt,ca5b9cb8dc5d660cd3ac51a83cd359347fbbb361,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive phrases, incoherent structure, nonsensical content, grammatical errors, and meaningless word patterns indicate AI generation failure.",
02184,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02184.txt,25ef5d39ca9805f956e4b95971d3b28245f751ff,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, nonsensical phrases, unnatural structure, and template-like formatting indicate AI generation with poor Bangla language model.",
02709,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02709.txt,8c8766b99078975f8170165852f6a67de479fd78,claude-sonnet-4-5-20250929,ai,0.98,medium,"Severe grammatical errors, repetitive phrases, incoherent structure, contradictory title/content, and nonsensical Bangla indicate AI generation with poor translation.",
03369,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03369.txt,e40fa6331ccd8caf1c79cb7b879b6d8bcdac87a5,claude-sonnet-4-5-20250929,ai,0.95,medium,"Severe grammatical errors, incoherent sentences, repetitive phrases, and nonsensical structure indicate machine-generated text with poor translation quality.",
03796,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_sports_03796.txt,8c599c95fba012324c8739d733694bd1eff8ffb8,claude-sonnet-4-5-20250929,ai,0.95,medium,"Incoherent text with nonsensical phrases, repetitive structure, grammatical errors, and meaningless content typical of poor AI translation or generation.",
03898,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03898.txt,7d07b1328832935388832eba28e854d2cb3b03a5,claude-sonnet-4-5-20250929,ai,0.98,medium,"Repetitive phrases, incoherent grammar, nonsensical content, and machine-like Bengali text structure indicate AI generation.",
05270,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_05270.txt,b24392f667acd03feffcba26c6bee19bd32d3ab6,claude-sonnet-4-5-20250929,ai,0.98,medium,"Incoherent repetitive Bengali text with nonsensical phrases, grammatical errors, and structural abnormalities typical of AI generation failure.",
3,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_entertainment_3.txt,455e7b30b90e55ac3c1b6508a9472e1f8ea2fc85,claude-sonnet-4-5-20250929,ai,0.95,medium,"Repetitive structure, incoherent Bangla grammar, nonsensical phrases, and machine-translation-like errors indicate AI generation.",
1,bangla,gemini_2_5_flash,few-shot,opinion,articles_today/bangla_gemini_2_5_flash_few-shot_opinion_1.txt,e6aa72946c179f10a6a29b6f537e7d4cda0408f1,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, repetitive phrasing, generic quotes, and overly balanced presentation typical of AI-generated Bangla news.",
10,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_10.txt,b797daac93e8a0b74e7f45b296f00a011cbb4ee2,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural narrative flow, authentic local details, emotional descriptions, and typical Bangla news reporting style suggest human authorship.",
13,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_13.txt,ef34eb602aa210c4b01910d4fa2171d3aea41797,claude-sonnet-4-5-20250929,ai,0.92,medium,"Formulaic structure, idealized quotes, perfect narrative arc, and overly polished language suggest AI generation.",
15,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_15.txt,73c69465f74183f468e1231b32bfa4a5d38268c9,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural cultural reporting style with authentic local details, traditional festival terminology, and organic narrative flow typical of regional journalism.",
2,bangla,gemini_2_5_flash,few-shot,entertainment,articles_today/bangla_gemini_2_5_flash_few-shot_entertainment_2.txt,65505ea3229830f67963dc42add880a46171889b,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news style with authentic cultural references, typical entertainment journalism structure, and realistic artist quotes.",
20,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_20.txt,05fb84a651fe24c0c8d60434a9b24836ef145662,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news structure, authentic Bangla journalistic style, specific local details, typical police report format for Bangladesh media.",
25,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_25.txt,ef3dcce51382ac0650ee417524e0ce8e9b71d645,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, generic placeholder text, repetitive phrasing, and overly formal bureaucratic tone typical of AI-generated Bangla news.",
28,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_28.txt,d2f43eb9e23a5534273500618c180608120d9a42,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news reporting style with local details, typical human journalistic structure and authentic Bangla phrasing patterns.",
4,bangla,gemini_2_5_flash,few-shot,sports,articles_today/bangla_gemini_2_5_flash_few-shot_sports_4.txt,78402ccdd07bb88df594f30428538b7863073ef9,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic narrative structure, formulaic sports story arc, lacks specific match details and authentic journalistic sourcing.",
7,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_7.txt,d59d8bd85c84c2a1f94691ce8436b4bd9c6df00a,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, repetitive phrasing, generic marketing language, and overly formal Bangla style typical of AI translation/generation.",
1,bangla,gemini_2_5_pro,few-shot,opinion,articles_today/bangla_gemini_2_5_pro_few-shot_opinion_1.txt,e163c05a5afc8e66aae79920f5dc332d2894e9eb,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic praise without specifics, repetitive structure, mixed script errors (دقیق, निष्पक्ष), overly formal tone, lacks concrete details.",
10,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_10.txt,1938a94359f47c171486528a406ccafaf80ae057,claude-sonnet-4-5-20250929,human,0.12,medium,"Natural Bangla news structure with authentic local details, proper journalistic attribution, and realistic conflict narrative.",
16,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_16.txt,636aba3d01167525cc3392642865a595c8d9f84f,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly structured, formal tone, repetitive phrasing patterns, and idealized abstract language typical of AI-generated Bangla text.",
2,bangla,gemini_2_5_pro,few-shot,education,articles_today/bangla_gemini_2_5_pro_few-shot_education_2.txt,68d4429a5c082699a0cd8e32d5942c83a1c64468,claude-sonnet-4-5-20250929,human,0.15,medium,"Educational format with Bangla script mixing Korean characters, natural pedagogical structure, typical exam-style question-answer pattern for Bengali literature.",
22,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_22.txt,be4f51f9bc3506f418ceebf814d51e0fa0ea7d34,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news structure with specific local details, authentic Bengali journalistic style, and realistic incident reporting patterns.",
27,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_27.txt,c5421aeec400e82eb66e78d7b782f2da5449f6d2,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic journalistic style, proper cultural context, and typical local reporting conventions.",
3,bangla,gemini_2_5_pro,few-shot,entertainment,articles_today/bangla_gemini_2_5_pro_few-shot_entertainment_3.txt,e829d3089a12a03c7f81e503e73bbf7ed046fe56,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural cultural reporting style with authentic Bengali expressions, organic narrative flow, and genuine event coverage characteristics.",
33,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_33.txt,1ca37b8dc831e829f5598aea2590a9738aa1a4da,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural news reporting style with authentic local details, proper Bangla journalistic structure, and realistic incident description.",
34,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_34.txt,edfb238c46631ac8c273a18ac433007593438856,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with proper legal terminology, specific dates, names, and authentic journalistic flow typical of human reporting.",
4,bangla,gemini_2_5_pro,few-shot,international,articles_today/bangla_gemini_2_5_pro_few-shot_international_4.txt,8402797ffa147d5c1378f394d73d992797c3b467,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural narrative flow, contextual depth, authentic journalistic style with balanced perspectives and nuanced political analysis typical of human reporting.",
1,bangla,gemma_3_12b_it,few-shot,life_style,articles_today/bangla_gemma_3_12b_it_few-shot_life_style_1.txt,057dbb9d26ad1eeb3bd262dc65c02cf86d3f609c,claude-sonnet-4-5-20250929,ai,0.92,medium,"Highly formulaic structure, repetitive patterns, generic predictions, and uniform tone typical of AI-generated horoscope content.",
23,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_23.txt,baab5a976da87f38e6a199fcecae2dae5b1a3b81,claude-sonnet-4-5-20250929,ai,0.92,medium,"Mixed Devanagari script (पटलে, युवकটি) in Bangla text indicates AI encoding error, unnatural for human writing.",
3,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_3.txt,408b397f91f5df010a61b5bc330ff69eb56c0fb6,claude-sonnet-4-5-20250929,human,0.15,medium,Natural Bangla news structure with typical local NGO reporting style and authentic community welfare narrative.,
31,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_31.txt,af7ced439dc781f0a577645d4ad731a150f99708,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural political rhetoric with contextual Bangla expressions, typical journalistic structure, and authentic regional political discourse patterns.",
34,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_34.txt,d397d3e9e51101ac4f59bc4735e67168f06d42af,claude-sonnet-4-5-20250929,ai,0.92,medium,"Mixed Telugu script (అధికారులు) in Bangla text, generic phrasing, and formulaic news structure indicate AI generation.",
4,bangla,gemma_3_12b_it,few-shot,entertainment,articles_today/bangla_gemma_3_12b_it_few-shot_entertainment_4.txt,811b9c04d29f0eb55a3d53b696f3a7fe6da6333d,claude-sonnet-4-5-20250929,ai,0.92,medium,"Generic emotional language, vague details, repetitive structure, and formulaic farewell narrative typical of AI-generated Bangla content.",
5,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_5.txt,6ab765fa441834c7b80590edf7328bec8f179b5c,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news style with local details, mixed English word 'impound', typical regional reporting structure",
6,bangla,gemma_3_12b_it,few-shot,sports,articles_today/bangla_gemma_3_12b_it_few-shot_sports_6.txt,3bf2b0abbe38f8a9127b1783298396a311e3a6bc,claude-sonnet-4-5-20250929,ai,0.88,medium,"Factual errors (Qatar WC quarterfinal details wrong), generic phrasing, lacks authentic journalistic voice and specific match details.",
7,bangla,gemma_3_12b_it,few-shot,sports,articles_today/bangla_gemma_3_12b_it_few-shot_sports_7.txt,d1ca1616509c1a5ddef0c132d7d30fb0714565f3,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural narrative flow, authentic local context, realistic social commentary typical of Bangla journalism style",
9,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_9.txt,fc06684ae391b7896b1736ebc828a28e11cc7427,claude-sonnet-4-5-20250929,ai,0.92,medium,"Contains non-Bangla characters (Cyrillic 'пока' and Devanagari 'पर्याय'), indicating machine translation or generation errors typical of AI.",
00625,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_00625.txt,74f4d8526175ffa6ad4b3a106dce5f2d843d8100,claude-sonnet-4-5-20250929,human,0.15,medium,"Natural Bangla news structure with authentic local details, typical journalistic style, and culturally appropriate content flow.",
01240,bangla,gpt_4o,few-shot,sports,articles_today/bangla_gpt_4o_few-shot_sports_01240.txt,7b1540cda919c543b92a4a3c4ded4269d64d65e7,claude-sonnet-4-5-20250929,human,0.25,medium,"Natural Bangla flow, contextual sports reporting style, authentic quotes, and typical human sports journalism structure.",
