language,model,prompting_technique,category,uid,filename,path,source
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,18,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_18.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_18.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,19,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_19.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_19.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,22,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_22.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_22.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,24,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_24.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_24.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,27,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_27.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_27.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,28,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_28.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_28.txt,ai
bangla,gemma_3_12b_it,chain-of-thought,bangladesh,8,bangla_gemma_3_12b_it_chain-of-thought_bangladesh_8.txt,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_8.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,00087,bangla_gpt_4o_chain-of-thought_bangladesh_00087.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00087.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,00146,bangla_gpt_4o_chain-of-thought_bangladesh_00146.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00146.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,02238,bangla_gpt_4o_chain-of-thought_bangladesh_02238.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_02238.txt,ai
bangla,gpt_4o,chain-of-thought,education,02365,bangla_gpt_4o_chain-of-thought_education_02365.txt,articles_today/bangla_gpt_4o_chain-of-thought_education_02365.txt,ai
bangla,gpt_4o,chain-of-thought,entertainment,02872,bangla_gpt_4o_chain-of-thought_entertainment_02872.txt,articles_today/bangla_gpt_4o_chain-of-thought_entertainment_02872.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,03257,bangla_gpt_4o_chain-of-thought_bangladesh_03257.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03257.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,03643,bangla_gpt_4o_chain-of-thought_bangladesh_03643.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03643.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,04836,bangla_gpt_4o_chain-of-thought_bangladesh_04836.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_04836.txt,ai
bangla,gpt_4o,chain-of-thought,economy,05403,bangla_gpt_4o_chain-of-thought_economy_05403.txt,articles_today/bangla_gpt_4o_chain-of-thought_economy_05403.txt,ai
bangla,gpt_4o,chain-of-thought,bangladesh,05435,bangla_gpt_4o_chain-of-thought_bangladesh_05435.txt,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_05435.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,00061,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_00061.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_00061.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,01844,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01844.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01844.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,01940,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01940.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01940.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,02184,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02184.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02184.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,02709,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02709.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02709.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,03369,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03369.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03369.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,sports,03796,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_sports_03796.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_sports_03796.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,03898,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03898.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03898.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,05270,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_05270.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_05270.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,entertainment,3,bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_entertainment_3.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_entertainment_3.txt,ai
bangla,gemini_2_5_flash,few-shot,opinion,1,bangla_gemini_2_5_flash_few-shot_opinion_1.txt,articles_today/bangla_gemini_2_5_flash_few-shot_opinion_1.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,10,bangla_gemini_2_5_flash_few-shot_bangladesh_10.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_10.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,13,bangla_gemini_2_5_flash_few-shot_bangladesh_13.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_13.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,15,bangla_gemini_2_5_flash_few-shot_bangladesh_15.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_15.txt,ai
bangla,gemini_2_5_flash,few-shot,entertainment,2,bangla_gemini_2_5_flash_few-shot_entertainment_2.txt,articles_today/bangla_gemini_2_5_flash_few-shot_entertainment_2.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,20,bangla_gemini_2_5_flash_few-shot_bangladesh_20.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_20.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,25,bangla_gemini_2_5_flash_few-shot_bangladesh_25.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_25.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,28,bangla_gemini_2_5_flash_few-shot_bangladesh_28.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_28.txt,ai
bangla,gemini_2_5_flash,few-shot,sports,4,bangla_gemini_2_5_flash_few-shot_sports_4.txt,articles_today/bangla_gemini_2_5_flash_few-shot_sports_4.txt,ai
bangla,gemini_2_5_flash,few-shot,bangladesh,7,bangla_gemini_2_5_flash_few-shot_bangladesh_7.txt,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_7.txt,ai
bangla,gemini_2_5_pro,few-shot,opinion,1,bangla_gemini_2_5_pro_few-shot_opinion_1.txt,articles_today/bangla_gemini_2_5_pro_few-shot_opinion_1.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,10,bangla_gemini_2_5_pro_few-shot_bangladesh_10.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_10.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,16,bangla_gemini_2_5_pro_few-shot_bangladesh_16.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_16.txt,ai
bangla,gemini_2_5_pro,few-shot,education,2,bangla_gemini_2_5_pro_few-shot_education_2.txt,articles_today/bangla_gemini_2_5_pro_few-shot_education_2.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,22,bangla_gemini_2_5_pro_few-shot_bangladesh_22.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_22.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,27,bangla_gemini_2_5_pro_few-shot_bangladesh_27.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_27.txt,ai
bangla,gemini_2_5_pro,few-shot,entertainment,3,bangla_gemini_2_5_pro_few-shot_entertainment_3.txt,articles_today/bangla_gemini_2_5_pro_few-shot_entertainment_3.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,33,bangla_gemini_2_5_pro_few-shot_bangladesh_33.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_33.txt,ai
bangla,gemini_2_5_pro,few-shot,bangladesh,34,bangla_gemini_2_5_pro_few-shot_bangladesh_34.txt,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_34.txt,ai
bangla,gemini_2_5_pro,few-shot,international,4,bangla_gemini_2_5_pro_few-shot_international_4.txt,articles_today/bangla_gemini_2_5_pro_few-shot_international_4.txt,ai
bangla,gemma_3_12b_it,few-shot,life_style,1,bangla_gemma_3_12b_it_few-shot_life_style_1.txt,articles_today/bangla_gemma_3_12b_it_few-shot_life_style_1.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,23,bangla_gemma_3_12b_it_few-shot_bangladesh_23.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_23.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,3,bangla_gemma_3_12b_it_few-shot_bangladesh_3.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_3.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,31,bangla_gemma_3_12b_it_few-shot_bangladesh_31.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_31.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,34,bangla_gemma_3_12b_it_few-shot_bangladesh_34.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_34.txt,ai
bangla,gemma_3_12b_it,few-shot,entertainment,4,bangla_gemma_3_12b_it_few-shot_entertainment_4.txt,articles_today/bangla_gemma_3_12b_it_few-shot_entertainment_4.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,5,bangla_gemma_3_12b_it_few-shot_bangladesh_5.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_5.txt,ai
bangla,gemma_3_12b_it,few-shot,sports,6,bangla_gemma_3_12b_it_few-shot_sports_6.txt,articles_today/bangla_gemma_3_12b_it_few-shot_sports_6.txt,ai
bangla,gemma_3_12b_it,few-shot,sports,7,bangla_gemma_3_12b_it_few-shot_sports_7.txt,articles_today/bangla_gemma_3_12b_it_few-shot_sports_7.txt,ai
bangla,gemma_3_12b_it,few-shot,bangladesh,9,bangla_gemma_3_12b_it_few-shot_bangladesh_9.txt,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_9.txt,ai
bangla,gpt_4o,few-shot,bangladesh,00625,bangla_gpt_4o_few-shot_bangladesh_00625.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_00625.txt,ai
bangla,gpt_4o,few-shot,sports,01240,bangla_gpt_4o_few-shot_sports_01240.txt,articles_today/bangla_gpt_4o_few-shot_sports_01240.txt,ai
bangla,gpt_4o,few-shot,bangladesh,02006,bangla_gpt_4o_few-shot_bangladesh_02006.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_02006.txt,ai
bangla,gpt_4o,few-shot,bangladesh,02612,bangla_gpt_4o_few-shot_bangladesh_02612.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_02612.txt,ai
bangla,gpt_4o,few-shot,sports,03501,bangla_gpt_4o_few-shot_sports_03501.txt,articles_today/bangla_gpt_4o_few-shot_sports_03501.txt,ai
bangla,gpt_4o,few-shot,bangladesh,04122,bangla_gpt_4o_few-shot_bangladesh_04122.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_04122.txt,ai
bangla,gpt_4o,few-shot,bangladesh,05916,bangla_gpt_4o_few-shot_bangladesh_05916.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_05916.txt,ai
bangla,gpt_4o,few-shot,bangladesh,06768,bangla_gpt_4o_few-shot_bangladesh_06768.txt,articles_today/bangla_gpt_4o_few-shot_bangladesh_06768.txt,ai
bangla,gpt_4o,few-shot,opinion,1,bangla_gpt_4o_few-shot_opinion_1.txt,articles_today/bangla_gpt_4o_few-shot_opinion_1.txt,ai
bangla,gpt_4o,few-shot,technology,2,bangla_gpt_4o_few-shot_technology_2.txt,articles_today/bangla_gpt_4o_few-shot_technology_2.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,00160,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_00160.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_00160.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,entertainment,00520,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_00520.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_00520.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,01325,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_01325.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_01325.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,02448,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_02448.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_02448.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,education,02553,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_education_02553.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_education_02553.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,04131,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_04131.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_04131.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,entertainment,04660,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_04660.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_04660.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,05190,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05190.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05190.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,05896,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05896.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05896.txt,ai
bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,economy,07041,bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_economy_07041.txt,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_economy_07041.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,1,bangla_gemini_2_5_flash_zero-shot_bangladesh_1.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_1.txt,ai
bangla,gemini_2_5_flash,zero-shot,technology,2,bangla_gemini_2_5_flash_zero-shot_technology_2.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_technology_2.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,26,bangla_gemini_2_5_flash_zero-shot_bangladesh_26.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_26.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,27,bangla_gemini_2_5_flash_zero-shot_bangladesh_27.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_27.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,29,bangla_gemini_2_5_flash_zero-shot_bangladesh_29.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_29.txt,ai
bangla,gemini_2_5_flash,zero-shot,sports,3,bangla_gemini_2_5_flash_zero-shot_sports_3.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_sports_3.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,34,bangla_gemini_2_5_flash_zero-shot_bangladesh_34.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_34.txt,ai
bangla,gemini_2_5_flash,zero-shot,bangladesh,4,bangla_gemini_2_5_flash_zero-shot_bangladesh_4.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_4.txt,ai
bangla,gemini_2_5_flash,zero-shot,sports,5,bangla_gemini_2_5_flash_zero-shot_sports_5.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_sports_5.txt,ai
bangla,gemini_2_5_flash,zero-shot,international,5,bangla_gemini_2_5_flash_zero-shot_international_5.txt,articles_today/bangla_gemini_2_5_flash_zero-shot_international_5.txt,ai
bangla,gemini_2_5_pro,zero-shot,economy,1,bangla_gemini_2_5_pro_zero-shot_economy_1.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_economy_1.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,15,bangla_gemini_2_5_pro_zero-shot_bangladesh_15.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_15.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,16,bangla_gemini_2_5_pro_zero-shot_bangladesh_16.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_16.txt,ai
bangla,gemini_2_5_pro,zero-shot,opinion,2,bangla_gemini_2_5_pro_zero-shot_opinion_2.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_opinion_2.txt,ai
bangla,gemini_2_5_pro,zero-shot,sports,2,bangla_gemini_2_5_pro_zero-shot_sports_2.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_sports_2.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,2,bangla_gemini_2_5_pro_zero-shot_bangladesh_2.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_2.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,30,bangla_gemini_2_5_pro_zero-shot_bangladesh_30.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_30.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,32,bangla_gemini_2_5_pro_zero-shot_bangladesh_32.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_32.txt,ai
bangla,gemini_2_5_pro,zero-shot,bangladesh,33,bangla_gemini_2_5_pro_zero-shot_bangladesh_33.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_bangladesh_33.txt,ai
bangla,gemini_2_5_pro,zero-shot,sports,5,bangla_gemini_2_5_pro_zero-shot_sports_5.txt,articles_today/bangla_gemini_2_5_pro_zero-shot_sports_5.txt,ai
bangla,gemma_3_12b_it,zero-shot,sports,1,bangla_gemma_3_12b_it_zero-shot_sports_1.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_sports_1.txt,ai
bangla,gemma_3_12b_it,zero-shot,opinion,1,bangla_gemma_3_12b_it_zero-shot_opinion_1.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_opinion_1.txt,ai
bangla,gemma_3_12b_it,zero-shot,bangladesh,16,bangla_gemma_3_12b_it_zero-shot_bangladesh_16.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_16.txt,ai
bangla,gemma_3_12b_it,zero-shot,entertainment,2,bangla_gemma_3_12b_it_zero-shot_entertainment_2.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_entertainment_2.txt,ai
bangla,gemma_3_12b_it,zero-shot,bangladesh,21,bangla_gemma_3_12b_it_zero-shot_bangladesh_21.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_21.txt,ai
bangla,gemma_3_12b_it,zero-shot,bangladesh,25,bangla_gemma_3_12b_it_zero-shot_bangladesh_25.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_25.txt,ai
bangla,gemma_3_12b_it,zero-shot,bangladesh,27,bangla_gemma_3_12b_it_zero-shot_bangladesh_27.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_27.txt,ai
bangla,gemma_3_12b_it,zero-shot,international,3,bangla_gemma_3_12b_it_zero-shot_international_3.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_international_3.txt,ai
bangla,gemma_3_12b_it,zero-shot,sports,3,bangla_gemma_3_12b_it_zero-shot_sports_3.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_sports_3.txt,ai
bangla,gemma_3_12b_it,zero-shot,bangladesh,34,bangla_gemma_3_12b_it_zero-shot_bangladesh_34.txt,articles_today/bangla_gemma_3_12b_it_zero-shot_bangladesh_34.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,02174,bangla_gpt_4o_zero-shot_bangladesh_02174.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_02174.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,02207,bangla_gpt_4o_zero-shot_bangladesh_02207.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_02207.txt,ai
bangla,gpt_4o,zero-shot,entertainment,02759,bangla_gpt_4o_zero-shot_entertainment_02759.txt,articles_today/bangla_gpt_4o_zero-shot_entertainment_02759.txt,ai
bangla,gpt_4o,zero-shot,bangladesh,03197,bangla_gpt_4o_zero-shot_bangladesh_03197.txt,articles_today/bangla_gpt_4o_zero-shot_bangladesh_03197.txt,ai
