uid,language,model,prompting_technique,category,path,text_sha1,rewrite_provider,rewrite_model,n_rewrites,edit_ratio_min,raidar_score,error
5,bangla,gemini_2_5_pro,chain-of-thought,international,articles_today/bangla_gemini_2_5_pro_chain-of-thought_international_5.txt,7386dd08b2874858e5c3444815aa31a2d6f57604,openai,gpt-4o-mini,1,0.13836265223274696,0.861637347767253,
6,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_6.txt,07b5f04a70adbc39c98e9263e2aa85d9912c910d,openai,gpt-4o-mini,1,0.20043219881145327,0.7995678011885468,
8,bangla,gemini_2_5_pro,chain-of-thought,bangladesh,articles_today/bangla_gemini_2_5_pro_chain-of-thought_bangladesh_8.txt,a052eff0fa991acb5e341d40cef4e3bd54d6726f,openai,gpt-4o-mini,1,0.18098818474758324,0.8190118152524167,
1,bangla,gemma_3_12b_it,chain-of-thought,technology,articles_today/bangla_gemma_3_12b_it_chain-of-thought_technology_1.txt,247b549294a55f61fd29edb38b07c1a431ee41c1,openai,gpt-4o-mini,1,0.22232558139534883,0.7776744186046511,
1,bangla,gemma_3_12b_it,chain-of-thought,sports,articles_today/bangla_gemma_3_12b_it_chain-of-thought_sports_1.txt,73c56b0b37f8a4729d3371b58c2642462956aad0,openai,gpt-4o-mini,1,0.09350356740518212,0.9064964325948179,
12,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_12.txt,ef89d12d262b46e9ae4de5c44ed6a66328752edd,openai,gpt-4o-mini,1,0.12987012987012986,0.8701298701298701,
18,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_18.txt,8156429847ac75fc7d3e2d423b3446c71828f123,openai,gpt-4o-mini,1,0.2470643494598403,0.7529356505401597,
19,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_19.txt,c6c381922e15e15fe6e10461abc0216fd29b4f00,openai,gpt-4o-mini,1,0.17436489607390301,0.825635103926097,
22,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_22.txt,d297ba138833304ad7bc20900a8a738412e302af,openai,gpt-4o-mini,1,0.15089344804765056,0.8491065519523494,
24,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_24.txt,d48c91f22c881053978df1f5aee62bfc3cdd6283,openai,gpt-4o-mini,1,0.1976911976911977,0.8023088023088023,
27,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_27.txt,5601d661fe07a7c07f4a44f92ec87683fb8aaf6c,openai,gpt-4o-mini,1,0.08028335301062574,0.9197166469893743,
28,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_28.txt,3cfcca62f87a3f1dfa8c31eb4db487770aa9d1cd,openai,gpt-4o-mini,1,0.07066381156316917,0.9293361884368309,
8,bangla,gemma_3_12b_it,chain-of-thought,bangladesh,articles_today/bangla_gemma_3_12b_it_chain-of-thought_bangladesh_8.txt,ab58d1b259a704c16eb318289b1db634aada058a,openai,gpt-4o-mini,1,0.044689317416590144,0.9553106825834099,
00087,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00087.txt,a6f19887be7d69f9e9a996344b6eeacd7e539fa3,openai,gpt-4o-mini,1,0.04462712859659425,0.9553728714034058,
00146,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_00146.txt,f99817d7f9bb0af99b11dff378fa3a0ad5599938,openai,gpt-4o-mini,1,0.11414213926776741,0.8858578607322326,
02238,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_02238.txt,30303a4358444e6dc4a7212a999e7798bf4c5707,openai,gpt-4o-mini,1,0.12164813603662525,0.8783518639633747,
02365,bangla,gpt_4o,chain-of-thought,education,articles_today/bangla_gpt_4o_chain-of-thought_education_02365.txt,8dd7dc2e10a115b633ac0eee8bcf3a62316737c3,openai,gpt-4o-mini,1,0.09265890778871978,0.9073410922112802,
02872,bangla,gpt_4o,chain-of-thought,entertainment,articles_today/bangla_gpt_4o_chain-of-thought_entertainment_02872.txt,cdcab9d35b8d978ffc736a44d4e04f8458b2d79f,openai,gpt-4o-mini,1,0.21596534653465346,0.7840346534653465,
03257,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03257.txt,2aa99d751e1e4c4b24eee1036039869c2b758992,openai,gpt-4o-mini,1,0.10779961953075459,0.8922003804692454,
03643,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_03643.txt,9af35cbf565289eb6a6c65442d671db1cb0af1a6,openai,gpt-4o-mini,1,0.11578947368421053,0.8842105263157894,
04836,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_04836.txt,a51dbcffc026b24dd6a7c71c883cb5f67f71b074,openai,gpt-4o-mini,1,0.12755716004813478,0.8724428399518652,
05403,bangla,gpt_4o,chain-of-thought,economy,articles_today/bangla_gpt_4o_chain-of-thought_economy_05403.txt,62dbacbb0659afcd34db01b877ebdd8c9c90e5ca,openai,gpt-4o-mini,1,0.11355081555834379,0.8864491844416562,
05435,bangla,gpt_4o,chain-of-thought,bangladesh,articles_today/bangla_gpt_4o_chain-of-thought_bangladesh_05435.txt,1fcd3cdbe39a83fe3587ed9aaabada26da2909d9,openai,gpt-4o-mini,1,0.07643312101910828,0.9235668789808917,
00061,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_00061.txt,f5c168698005630bab6f7d57f505d900f5e3f954,openai,gpt-4o-mini,1,0.5993103448275862,0.40068965517241384,
01844,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01844.txt,319e6300c815133c16039e5e13a3705c123833af,openai,gpt-4o-mini,1,0.5757575757575758,0.4242424242424242,
01940,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_01940.txt,ca5b9cb8dc5d660cd3ac51a83cd359347fbbb361,openai,gpt-4o-mini,1,0.4577804583835947,0.5422195416164053,
02184,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02184.txt,25ef5d39ca9805f956e4b95971d3b28245f751ff,openai,gpt-4o-mini,1,0.6302931596091205,0.36970684039087953,
02709,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_02709.txt,8c8766b99078975f8170165852f6a67de479fd78,openai,gpt-4o-mini,1,0.5543797766019988,0.4456202233980012,
03369,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03369.txt,e40fa6331ccd8caf1c79cb7b879b6d8bcdac87a5,openai,gpt-4o-mini,1,0.6148102053515868,0.3851897946484132,
03796,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,sports,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_sports_03796.txt,8c599c95fba012324c8739d733694bd1eff8ffb8,openai,gpt-4o-mini,1,0.1521486643437863,0.8478513356562137,
03898,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_03898.txt,7d07b1328832935388832eba28e854d2cb3b03a5,openai,gpt-4o-mini,1,0.6580310880829016,0.34196891191709844,
05270,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_bangladesh_05270.txt,b24392f667acd03feffcba26c6bee19bd32d3ab6,openai,gpt-4o-mini,1,0.5558643690939411,0.4441356309060589,
3,bangla,mistralai_Mistral_7B_Instruct_v0_2,chain-of-thought,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_chain-of-thought_entertainment_3.txt,455e7b30b90e55ac3c1b6508a9472e1f8ea2fc85,openai,gpt-4o-mini,1,0.6573033707865169,0.3426966292134831,
1,bangla,gemini_2_5_flash,few-shot,opinion,articles_today/bangla_gemini_2_5_flash_few-shot_opinion_1.txt,e6aa72946c179f10a6a29b6f537e7d4cda0408f1,openai,gpt-4o-mini,1,0.10165247871807712,0.8983475212819229,
10,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_10.txt,b797daac93e8a0b74e7f45b296f00a011cbb4ee2,openai,gpt-4o-mini,1,0.14145744029393753,0.8585425597060625,
13,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_13.txt,ef34eb602aa210c4b01910d4fa2171d3aea41797,openai,gpt-4o-mini,1,0.06325301204819277,0.9367469879518072,
15,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_15.txt,73c69465f74183f468e1231b32bfa4a5d38268c9,openai,gpt-4o-mini,1,0.05365526492287056,0.9463447350771295,
2,bangla,gemini_2_5_flash,few-shot,entertainment,articles_today/bangla_gemini_2_5_flash_few-shot_entertainment_2.txt,65505ea3229830f67963dc42add880a46171889b,openai,gpt-4o-mini,1,0.15917602996254682,0.8408239700374531,
20,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_20.txt,05fb84a651fe24c0c8d60434a9b24836ef145662,openai,gpt-4o-mini,1,0.043292682926829265,0.9567073170731707,
25,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_25.txt,ef3dcce51382ac0650ee417524e0ce8e9b71d645,openai,gpt-4o-mini,1,0.08042744656917886,0.9195725534308211,
28,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_28.txt,d2f43eb9e23a5534273500618c180608120d9a42,openai,gpt-4o-mini,1,0.09458428680396644,0.9054157131960335,
4,bangla,gemini_2_5_flash,few-shot,sports,articles_today/bangla_gemini_2_5_flash_few-shot_sports_4.txt,78402ccdd07bb88df594f30428538b7863073ef9,openai,gpt-4o-mini,1,0.14055023923444976,0.8594497607655502,
7,bangla,gemini_2_5_flash,few-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_few-shot_bangladesh_7.txt,d59d8bd85c84c2a1f94691ce8436b4bd9c6df00a,openai,gpt-4o-mini,1,0.1594415870683321,0.8405584129316679,
1,bangla,gemini_2_5_pro,few-shot,opinion,articles_today/bangla_gemini_2_5_pro_few-shot_opinion_1.txt,e163c05a5afc8e66aae79920f5dc332d2894e9eb,openai,gpt-4o-mini,1,0.08518327310273618,0.9148167268972638,
10,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_10.txt,1938a94359f47c171486528a406ccafaf80ae057,openai,gpt-4o-mini,1,0.17106382978723406,0.828936170212766,
16,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_16.txt,636aba3d01167525cc3392642865a595c8d9f84f,openai,gpt-4o-mini,1,0.043316831683168314,0.9566831683168316,
2,bangla,gemini_2_5_pro,few-shot,education,articles_today/bangla_gemini_2_5_pro_few-shot_education_2.txt,68d4429a5c082699a0cd8e32d5942c83a1c64468,openai,gpt-4o-mini,1,0.02299245024021963,0.9770075497597803,
22,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_22.txt,be4f51f9bc3506f418ceebf814d51e0fa0ea7d34,openai,gpt-4o-mini,1,0.13141809290953546,0.8685819070904646,
27,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_27.txt,c5421aeec400e82eb66e78d7b782f2da5449f6d2,openai,gpt-4o-mini,1,0.1079187105816398,0.8920812894183602,
3,bangla,gemini_2_5_pro,few-shot,entertainment,articles_today/bangla_gemini_2_5_pro_few-shot_entertainment_3.txt,e829d3089a12a03c7f81e503e73bbf7ed046fe56,openai,gpt-4o-mini,1,0.20063694267515925,0.7993630573248407,
33,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_33.txt,1ca37b8dc831e829f5598aea2590a9738aa1a4da,openai,gpt-4o-mini,1,0.12787136294027565,0.8721286370597243,
34,bangla,gemini_2_5_pro,few-shot,bangladesh,articles_today/bangla_gemini_2_5_pro_few-shot_bangladesh_34.txt,edfb238c46631ac8c273a18ac433007593438856,openai,gpt-4o-mini,1,0.07513555383423702,0.924864446165763,
4,bangla,gemini_2_5_pro,few-shot,international,articles_today/bangla_gemini_2_5_pro_few-shot_international_4.txt,8402797ffa147d5c1378f394d73d992797c3b467,openai,gpt-4o-mini,1,0.04047619047619048,0.9595238095238096,
1,bangla,gemma_3_12b_it,few-shot,life_style,articles_today/bangla_gemma_3_12b_it_few-shot_life_style_1.txt,057dbb9d26ad1eeb3bd262dc65c02cf86d3f609c,openai,gpt-4o-mini,1,0.08986083499005965,0.9101391650099404,
23,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_23.txt,baab5a976da87f38e6a199fcecae2dae5b1a3b81,openai,gpt-4o-mini,1,0.1797752808988764,0.8202247191011236,
3,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_3.txt,408b397f91f5df010a61b5bc330ff69eb56c0fb6,openai,gpt-4o-mini,1,0.16939890710382513,0.8306010928961749,
31,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_31.txt,af7ced439dc781f0a577645d4ad731a150f99708,openai,gpt-4o-mini,1,0.11,0.89,
34,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_34.txt,d397d3e9e51101ac4f59bc4735e67168f06d42af,openai,gpt-4o-mini,1,0.20739910313901344,0.7926008968609866,
4,bangla,gemma_3_12b_it,few-shot,entertainment,articles_today/bangla_gemma_3_12b_it_few-shot_entertainment_4.txt,811b9c04d29f0eb55a3d53b696f3a7fe6da6333d,openai,gpt-4o-mini,1,0.12914862914862915,0.8708513708513709,
5,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_5.txt,6ab765fa441834c7b80590edf7328bec8f179b5c,openai,gpt-4o-mini,1,0.16436781609195403,0.835632183908046,
6,bangla,gemma_3_12b_it,few-shot,sports,articles_today/bangla_gemma_3_12b_it_few-shot_sports_6.txt,3bf2b0abbe38f8a9127b1783298396a311e3a6bc,openai,gpt-4o-mini,1,0.1733457595526561,0.8266542404473439,
7,bangla,gemma_3_12b_it,few-shot,sports,articles_today/bangla_gemma_3_12b_it_few-shot_sports_7.txt,d1ca1616509c1a5ddef0c132d7d30fb0714565f3,openai,gpt-4o-mini,1,0.18049155145929338,0.8195084485407066,
9,bangla,gemma_3_12b_it,few-shot,bangladesh,articles_today/bangla_gemma_3_12b_it_few-shot_bangladesh_9.txt,fc06684ae391b7896b1736ebc828a28e11cc7427,openai,gpt-4o-mini,1,0.23613963039014374,0.7638603696098563,
00625,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_00625.txt,74f4d8526175ffa6ad4b3a106dce5f2d843d8100,openai,gpt-4o-mini,1,0.13155893536121674,0.8684410646387832,
01240,bangla,gpt_4o,few-shot,sports,articles_today/bangla_gpt_4o_few-shot_sports_01240.txt,7b1540cda919c543b92a4a3c4ded4269d64d65e7,openai,gpt-4o-mini,1,0.12796208530805686,0.8720379146919431,
02006,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_02006.txt,5345e5594508e5fff8a2d8447220bd3b6a0e4898,openai,gpt-4o-mini,1,0.148,0.852,
02612,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_02612.txt,b991657cfabc8e93c8c75ad12abb65faff8f8daa,openai,gpt-4o-mini,1,0.05431619786614937,0.9456838021338506,
03501,bangla,gpt_4o,few-shot,sports,articles_today/bangla_gpt_4o_few-shot_sports_03501.txt,02a4cc28c93307d953268349e8496b8dbdfee529,openai,gpt-4o-mini,1,0.23616600790513834,0.7638339920948617,
04122,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_04122.txt,3c88d57dc2572fd8d1b12e864567235c6a3254c0,openai,gpt-4o-mini,1,0.12306368330464716,0.8769363166953529,
05916,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_05916.txt,87d85b6b3d9155bf9cd7f9f4b10f32d94daeb25a,openai,gpt-4o-mini,1,0.1115506329113924,0.8884493670886076,
06768,bangla,gpt_4o,few-shot,bangladesh,articles_today/bangla_gpt_4o_few-shot_bangladesh_06768.txt,6dbf61f79f72f18406e237326afd65815648a455,openai,gpt-4o-mini,1,0.12891737891737892,0.871082621082621,
1,bangla,gpt_4o,few-shot,opinion,articles_today/bangla_gpt_4o_few-shot_opinion_1.txt,687337f9c5e8ac92befa450c8e2bd6bb12eb83da,openai,gpt-4o-mini,1,0.15314730694354314,0.8468526930564568,
2,bangla,gpt_4o,few-shot,technology,articles_today/bangla_gpt_4o_few-shot_technology_2.txt,1c46479e24fa28ea9b49d6bdb8aba37e5a1252a1,openai,gpt-4o-mini,1,0.0701195219123506,0.9298804780876494,
00160,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_00160.txt,d87614f393a264739d67f71f28cd05040ffa55ac,openai,gpt-4o-mini,1,0.44,0.56,
00520,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_00520.txt,f2bfb0a60f51b39cb48d3913c16ded5436577611,openai,gpt-4o-mini,1,0.36126224156692055,0.6387377584330794,
01325,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_01325.txt,e2e330b5f6e013fc9e7ef1d6cadd0422ce7ad170,openai,gpt-4o-mini,1,0.37518248175182484,0.6248175182481752,
02448,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_02448.txt,c3182e03a65c2e740ac09b81d52e28c9d2be2486,openai,gpt-4o-mini,1,0.4663157894736842,0.5336842105263158,
02553,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,education,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_education_02553.txt,1b25a7041cc65b848fc5b0d64489c070d19033c9,openai,gpt-4o-mini,1,0.22067307692307692,0.7793269230769231,
04131,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_04131.txt,5520491c76670d8bb53592d50c5e8589d3e9937b,openai,gpt-4o-mini,1,0.34434434434434436,0.6556556556556556,
04660,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,entertainment,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_entertainment_04660.txt,a0bc3c2162da9917621817afbccdc7e98b922459,openai,gpt-4o-mini,1,0.30464584920030463,0.6953541507996954,
05190,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05190.txt,5790f55d9fab3e9001f30265661e86f5f350d271,openai,gpt-4o-mini,1,0.44122657580919933,0.5587734241908007,
05896,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,bangladesh,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_bangladesh_05896.txt,d802ad6b5ca15c095372e82cd49d9950418973d2,openai,gpt-4o-mini,1,0.43645320197044335,0.5635467980295567,
07041,bangla,mistralai_Mistral_7B_Instruct_v0_2,few-shot,economy,articles_today/bangla_mistralai_Mistral_7B_Instruct_v0_2_few-shot_economy_07041.txt,284839ad5e9014eeb4edf865f8ff6b86bc1f2453,openai,gpt-4o-mini,1,0.4543828264758497,0.5456171735241503,
1,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_1.txt,0baf799fc9b5f78e47320d79058b0502d3c1ccb0,openai,gpt-4o-mini,1,0.07788595271210014,0.9221140472878999,
2,bangla,gemini_2_5_flash,zero-shot,technology,articles_today/bangla_gemini_2_5_flash_zero-shot_technology_2.txt,c2b7b72051f585b1b1d078f01a31130f0f89d157,openai,gpt-4o-mini,1,0.06614229531641044,0.9338577046835895,
26,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_26.txt,9354903884d26a1310aa5c7aaa8fe5c1a0490fe1,openai,gpt-4o-mini,1,0.06443429731100964,0.9355657026889903,
27,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_27.txt,daa708fc13e2bc7a91dc18c6dc8aa278cc77dbaa,openai,gpt-4o-mini,1,0.061003163126976956,0.938996836873023,
29,bangla,gemini_2_5_flash,zero-shot,bangladesh,articles_today/bangla_gemini_2_5_flash_zero-shot_bangladesh_29.txt,c36416b54c7eaf1a83e77550cd0f1606952d8ad7,openai,gpt-4o-mini,1,0.08918032786885247,0.9108196721311476,
3,bangla,gemini_2_5_flash,zero-shot,sports,articles_today/bangla_gemini_2_5_flash_zero-shot_sports_3.txt,b5809ad1c9991ae601b08d7d6c65a442c42533ce,openai,gpt-4o-mini,1,0.21161048689138576,0.7883895131086143,
